Animation,Rendering job (geometry),Instance type (geometry),Rendering job (pre),Instance type (pre),Rendering job (final),Instance type (final),Scene type,Notes,Any good views of scene?
ai_052_006_cam_00,ai_052_006@scene_cam_00_geometry,9xlarge,ai_052_006@scene_cam_00_pre,9xlarge,ai_052_006@scene_cam_00_final,9xlarge,Restaurant,,
ai_052_006_cam_01,ai_052_006@scene_cam_01_geometry,9xlarge,ai_052_006@scene_cam_01_pre,9xlarge,ai_052_006@scene_cam_01_final,9xlarge,Restaurant,,
ai_052_007_cam_00,ai_052_007@scene_cam_00_geometry,9xlarge,ai_052_007@scene_cam_00_pre,9xlarge,ai_052_007@scene_cam_00_final,9xlarge,Restaurant,,
ai_052_007_cam_01,ai_052_007@scene_cam_01_geometry,9xlarge,ai_052_007@scene_cam_01_pre,9xlarge,ai_052_007@scene_cam_01_final,9xlarge,Restaurant,,
ai_052_008_cam_00,ai_052_008@scene_cam_00_geometry,9xlarge,ai_052_008@scene_cam_00_pre,9xlarge,ai_052_008@scene_cam_00_final,9xlarge,Restaurant,,
ai_052_008_cam_01,ai_052_008@scene_cam_01_geometry,9xlarge,ai_052_008@scene_cam_01_pre,9xlarge,ai_052_008@scene_cam_01_final,9xlarge,Restaurant,,
ai_052_009_cam_00,ai_052_009@scene_cam_00_geometry,9xlarge,ai_052_009@scene_cam_00_pre,18xlarge,ai_052_009@scene_cam_00_final,9xlarge,Restaurant,,
ai_052_009_cam_01,ai_052_009@scene_cam_01_geometry,9xlarge,ai_052_009@scene_cam_01_pre,18xlarge,ai_052_009@scene_cam_01_final,9xlarge,Restaurant,,
ai_052_010_cam_00,ai_052_010@scene_cam_00_geometry,9xlarge,ai_052_010@scene_cam_00_pre,18xlarge,ai_052_010@scene_cam_00_final,9xlarge,Restaurant,,
ai_052_010_cam_01,ai_052_010@scene_cam_01_geometry,9xlarge,ai_052_010@scene_cam_01_pre,18xlarge,ai_052_010@scene_cam_01_final,9xlarge,Restaurant,,
ai_053_001_cam_00,ai_053_001@scene_cam_00_geometry,9xlarge,ai_053_001@scene_cam_00_pre,9xlarge,ai_053_001@scene_cam_00_final,9xlarge,Lecture theater,,
ai_053_002_cam_00,ai_053_002@scene_cam_00_geometry,9xlarge,ai_053_002@scene_cam_00_pre,9xlarge,ai_053_002@scene_cam_00_final,9xlarge,Lecture theater,,
ai_053_003_cam_00,ai_053_003@scene_cam_00_geometry,9xlarge,ai_053_003@scene_cam_00_pre,9xlarge,ai_053_003@scene_cam_00_final,9xlarge,Lecture theater,,
ai_053_004_cam_00,ai_053_004@scene_cam_00_geometry,9xlarge,ai_053_004@scene_cam_00_pre,9xlarge,ai_053_004@scene_cam_00_final,9xlarge,Lecture theater,,
ai_053_005_cam_00,ai_053_005@scene_cam_00_geometry,9xlarge,ai_053_005@scene_cam_00_pre,9xlarge,ai_053_005@scene_cam_00_final,9xlarge,Lecture theater,,
ai_053_006_cam_00,ai_053_006@scene_cam_00_geometry,9xlarge,ai_053_006@scene_cam_00_pre,9xlarge,ai_053_006@scene_cam_00_final,9xlarge,Lecture theater,,
ai_053_007_cam_00,ai_053_007@scene_cam_00_geometry,9xlarge,ai_053_007@scene_cam_00_pre,9xlarge,ai_053_007@scene_cam_00_final,9xlarge,Lecture theater,,
ai_053_007_cam_01,ai_053_007@scene_cam_01_geometry,9xlarge,ai_053_007@scene_cam_01_pre,9xlarge,ai_053_007@scene_cam_01_final,9xlarge,Lecture theater,,
ai_053_008_cam_00,ai_053_008@scene_cam_00_geometry,9xlarge,ai_053_008@scene_cam_00_pre,9xlarge,ai_053_008@scene_cam_00_final,9xlarge,Lecture theater,,
ai_053_009_cam_00,ai_053_009@scene_cam_00_geometry,9xlarge,ai_053_009@scene_cam_00_pre,9xlarge,ai_053_009@scene_cam_00_final,9xlarge,Lecture theater,,
ai_053_010_cam_00,ai_053_010@scene_cam_00_geometry,9xlarge,ai_053_010@scene_cam_00_pre,9xlarge,ai_053_010@scene_cam_00_final,9xlarge,Lecture theater,,
ai_053_011_cam_00,ai_053_011@scene_cam_00_geometry,9xlarge,ai_053_011@scene_cam_00_pre,9xlarge,ai_053_011@scene_cam_00_final,9xlarge,OUTSIDE VIEWING AREA (BAD TRAJECTORY),,No
ai_053_012_cam_00,ai_053_012@scene_cam_00_geometry,9xlarge,ai_053_012@scene_cam_00_pre,9xlarge,ai_053_012@scene_cam_00_final,9xlarge,Office,,
ai_053_013_cam_00,ai_053_013@scene_cam_00_geometry,9xlarge,ai_053_013@scene_cam_00_pre,9xlarge,ai_053_013@scene_cam_00_final,9xlarge,Office,,
ai_053_014_cam_00,ai_053_014@scene_cam_00_geometry,9xlarge,ai_053_014@scene_cam_00_pre,9xlarge,ai_053_014@scene_cam_00_final,9xlarge,Office,,
ai_053_015_cam_00,ai_053_015@scene_cam_00_geometry,9xlarge,ai_053_015@scene_cam_00_pre,9xlarge,ai_053_015@scene_cam_00_final,9xlarge,OUTSIDE VIEWING AREA (BAD TRAJECTORY),,No
ai_053_016_cam_00,ai_053_016@scene_cam_00_geometry,9xlarge,ai_053_016@scene_cam_00_pre,9xlarge,ai_053_016@scene_cam_00_final,9xlarge,Office,,
ai_053_017_cam_00,ai_053_017@scene_cam_00_geometry,9xlarge,ai_053_017@scene_cam_00_pre,9xlarge,ai_053_017@scene_cam_00_final,9xlarge,Office,,
ai_053_018_cam_00,ai_053_018@scene_cam_00_geometry,9xlarge,ai_053_018@scene_cam_00_pre,9xlarge,ai_053_018@scene_cam_00_final,9xlarge,Office,,
ai_053_019_cam_00,ai_053_019@scene_cam_00_geometry,9xlarge,ai_053_019@scene_cam_00_pre,9xlarge,ai_053_019@scene_cam_00_final,9xlarge,Office,,
ai_053_020_cam_00,ai_053_020@scene_cam_00_geometry,9xlarge,ai_053_020@scene_cam_00_pre,9xlarge,ai_053_020@scene_cam_00_final,9xlarge,Office,,
ai_054_001_cam_00,ai_054_001@scene_cam_00_geometry,9xlarge,ai_054_001@scene_cam_00_pre,9xlarge,ai_054_001@scene_cam_00_final,9xlarge,Living room,,
ai_054_001_cam_01,ai_054_001@scene_cam_01_geometry,9xlarge,ai_054_001@scene_cam_01_pre,9xlarge,ai_054_001@scene_cam_01_final,9xlarge,Living room,,
ai_054_002_cam_00,ai_054_002@scene_cam_00_geometry,9xlarge,ai_054_002@scene_cam_00_pre,9xlarge,ai_054_002@scene_cam_00_final,9xlarge,OUTSIDE VIEWING AREA (BAD TRAJECTORY),,
ai_054_002_cam_01,ai_054_002@scene_cam_01_geometry,9xlarge,ai_054_002@scene_cam_01_pre,9xlarge,ai_054_002@scene_cam_01_final,9xlarge,Living room,,
ai_054_003_cam_00,ai_054_003@scene_cam_00_geometry,9xlarge,ai_054_003@scene_cam_00_pre,9xlarge,ai_054_003@scene_cam_00_final,9xlarge,Other,Patio,
ai_054_003_cam_01,ai_054_003@scene_cam_01_geometry,9xlarge,ai_054_003@scene_cam_01_pre,9xlarge,ai_054_003@scene_cam_01_final,9xlarge,Living room,,
ai_054_004_cam_00,ai_054_004@scene_cam_00_geometry,9xlarge,ai_054_004@scene_cam_00_pre,9xlarge,ai_054_004@scene_cam_00_final,9xlarge,Living room,,
ai_054_004_cam_01,ai_054_004@scene_cam_01_geometry,9xlarge,ai_054_004@scene_cam_01_pre,9xlarge,ai_054_004@scene_cam_01_final,9xlarge,Living room,,
ai_054_005_cam_00,ai_054_005@scene_cam_00_geometry,9xlarge,ai_054_005@scene_cam_00_pre,9xlarge,ai_054_005@scene_cam_00_final,9xlarge,Living room,,
ai_054_005_cam_01,ai_054_005@scene_cam_01_geometry,9xlarge,ai_054_005@scene_cam_01_pre,9xlarge,ai_054_005@scene_cam_01_final,9xlarge,Living room,,
ai_054_006_cam_00,ai_054_006@scene_cam_00_geometry,9xlarge,ai_054_006@scene_cam_00_pre,9xlarge,ai_054_006@scene_cam_00_final,9xlarge,Living room,,
ai_054_006_cam_01,ai_054_006@scene_cam_01_geometry,9xlarge,ai_054_006@scene_cam_01_pre,9xlarge,ai_054_006@scene_cam_01_final,9xlarge,Living room,,
ai_054_007_cam_00,ai_054_007@scene_cam_00_geometry,9xlarge,ai_054_007@scene_cam_00_pre,9xlarge,ai_054_007@scene_cam_00_final,9xlarge,Living room,,
ai_054_007_cam_01,ai_054_007@scene_cam_01_geometry,9xlarge,ai_054_007@scene_cam_01_pre,9xlarge,ai_054_007@scene_cam_01_final,9xlarge,Living room,,
ai_054_007_cam_02,ai_054_007@scene_cam_02_geometry,9xlarge,ai_054_007@scene_cam_02_pre,9xlarge,ai_054_007@scene_cam_02_final,9xlarge,Living room,,
ai_054_008_cam_00,ai_054_008@scene_cam_00_geometry,9xlarge,ai_054_008@scene_cam_00_pre,9xlarge,ai_054_008@scene_cam_00_final,9xlarge,Living room,,
ai_054_008_cam_01,ai_054_008@scene_cam_01_geometry,9xlarge,ai_054_008@scene_cam_01_pre,9xlarge,ai_054_008@scene_cam_01_final,9xlarge,Living room,,
ai_054_009_cam_00,ai_054_009@scene_cam_00_geometry,9xlarge,ai_054_009@scene_cam_00_pre,9xlarge,ai_054_009@scene_cam_00_final,9xlarge,Living room,,
ai_054_009_cam_01,ai_054_009@scene_cam_01_geometry,9xlarge,ai_054_009@scene_cam_01_pre,9xlarge,ai_054_009@scene_cam_01_final,9xlarge,Living room,,
ai_054_010_cam_00,ai_054_010@scene_cam_00_geometry,9xlarge,ai_054_010@scene_cam_00_pre,9xlarge,ai_054_010@scene_cam_00_final,9xlarge,Living room,,
ai_054_010_cam_01,ai_054_010@scene_cam_01_geometry,9xlarge,ai_054_010@scene_cam_01_pre,9xlarge,ai_054_010@scene_cam_01_final,9xlarge,Living room,,
ai_055_001_cam_00,ai_055_001@scene_cam_00_geometry,9xlarge,ai_055_001@scene_cam_00_pre,9xlarge,ai_055_001@scene_cam_00_final,9xlarge,Restaurant,,
ai_055_001_cam_01,ai_055_001@scene_cam_01_geometry,9xlarge,ai_055_001@scene_cam_01_pre,9xlarge,ai_055_001@scene_cam_01_final,9xlarge,Restaurant,,
ai_055_002_cam_00,ai_055_002@scene_cam_00_geometry,9xlarge,ai_055_002@scene_cam_00_pre,9xlarge,ai_055_002@scene_cam_00_final,9xlarge,Restaurant,,
ai_055_002_cam_01,ai_055_002@scene_cam_01_geometry,9xlarge,ai_055_002@scene_cam_01_pre,9xlarge,ai_055_002@scene_cam_01_final,9xlarge,Restaurant,,
ai_055_003_cam_00,ai_055_003@scene_cam_00_geometry,9xlarge,ai_055_003@scene_cam_00_pre,9xlarge,ai_055_003@scene_cam_00_final,9xlarge,Restaurant,,
ai_055_003_cam_01,ai_055_003@scene_cam_01_geometry,9xlarge,ai_055_003@scene_cam_01_pre,9xlarge,ai_055_003@scene_cam_01_final,9xlarge,Restaurant,,
ai_055_004_cam_00,ai_055_004@scene_cam_00_geometry,9xlarge,ai_055_004@scene_cam_00_pre,9xlarge,ai_055_004@scene_cam_00_final,9xlarge,Restaurant,,
ai_055_004_cam_01,ai_055_004@scene_cam_01_geometry,9xlarge,ai_055_004@scene_cam_01_pre,9xlarge,ai_055_004@scene_cam_01_final,9xlarge,OUTSIDE VIEWING AREA (BAD TRAJECTORY),,
ai_055_005_cam_00,ai_055_005@scene_cam_00_geometry,9xlarge,ai_055_005@scene_cam_00_pre,9xlarge,ai_055_005@scene_cam_00_final,9xlarge,Restaurant,,
ai_055_005_cam_01,ai_055_005@scene_cam_01_geometry,9xlarge,ai_055_005@scene_cam_01_pre,9xlarge,ai_055_005@scene_cam_01_final,9xlarge,Restaurant,,
ai_055_006_cam_00,ai_055_006@scene_cam_00_geometry,9xlarge,ai_055_006@scene_cam_00_pre,9xlarge,ai_055_006@scene_cam_00_final,9xlarge,Restaurant,,
ai_055_006_cam_01,ai_055_006@scene_cam_01_geometry,9xlarge,ai_055_006@scene_cam_01_pre,9xlarge,ai_055_006@scene_cam_01_final,9xlarge,Restaurant,,
ai_055_007_cam_00,ai_055_007@scene_cam_00_geometry,9xlarge,ai_055_007@scene_cam_00_pre,9xlarge,ai_055_007@scene_cam_00_final,9xlarge,Restaurant,,
ai_055_007_cam_01,ai_055_007@scene_cam_01_geometry,9xlarge,ai_055_007@scene_cam_01_pre,9xlarge,ai_055_007@scene_cam_01_final,9xlarge,OUTSIDE VIEWING AREA (BAD INITIALIZATION),,
ai_055_008_cam_00,ai_055_008@scene_cam_00_geometry,9xlarge,ai_055_008@scene_cam_00_pre,9xlarge,ai_055_008@scene_cam_00_final,9xlarge,Restaurant,,
ai_055_008_cam_01,ai_055_008@scene_cam_01_geometry,9xlarge,ai_055_008@scene_cam_01_pre,9xlarge,ai_055_008@scene_cam_01_final,9xlarge,Restaurant,,
ai_055_008_cam_02,ai_055_008@scene_cam_02_geometry,9xlarge,ai_055_008@scene_cam_02_pre,9xlarge,ai_055_008@scene_cam_02_final,9xlarge,Restaurant,,
ai_055_009_cam_00,ai_055_009@scene_cam_00_geometry,9xlarge,ai_055_009@scene_cam_00_pre,9xlarge,ai_055_009@scene_cam_00_final,9xlarge,Restaurant,,
ai_055_009_cam_01,ai_055_009@scene_cam_01_geometry,9xlarge,ai_055_009@scene_cam_01_pre,9xlarge,ai_055_009@scene_cam_01_final,9xlarge,Restaurant,,
ai_055_010_cam_00,ai_055_010@scene_cam_00_geometry,9xlarge,ai_055_010@scene_cam_00_pre,9xlarge,ai_055_010@scene_cam_00_final,9xlarge,OUTSIDE VIEWING AREA (BAD TRAJECTORY),,
ai_055_010_cam_01,ai_055_010@scene_cam_01_geometry,9xlarge,ai_055_010@scene_cam_01_pre,9xlarge,ai_055_010@scene_cam_01_final,9xlarge,Restaurant,,
